Index	Vgate	Vsource	Vdrain	Vsubs	Idrain	IdrainPerWg
83	 2.0000 V	 0 V	 410.0 mV	 0 V	 19.0880 mA	 1.908800000 mA/um
84	 2.0000 V	 0 V	 415.0 mV	 0 V	 19.3040 mA	 1.930400000 mA/um
85	 2.0000 V	 0 V	 420.0 mV	 0 V	 19.5240 mA	 1.952400000 mA/um
86	 2.0000 V	 0 V	 425.0 mV	 0 V	 19.7400 mA	 1.974000000 mA/um
87	 2.0000 V	 0 V	 430.0 mV	 0 V	 19.9500 mA	 1.995000000 mA/um
88	 2.0000 V	 0 V	 435.0 mV	 0 V	 20.1710 mA	 2.017100000 mA/um
89	 2.0000 V	 0 V	 440.0 mV	 0 V	 20.3910 mA	 2.039100000 mA/um
90	 2.0000 V	 0 V	 445.0 mV	 0 V	 20.5950 mA	 2.059500000 mA/um
91	 2.0000 V	 0 V	 450.0 mV	 0 V	 20.8030 mA	 2.080300000 mA/um
92	 2.0000 V	 0 V	 455.0 mV	 0 V	 21.0220 mA	 2.102200000 mA/um
93	 2.0000 V	 0 V	 460.0 mV	 0 V	 21.2440 mA	 2.124400000 mA/um
94	 2.0000 V	 0 V	 465.0 mV	 0 V	 21.4470 mA	 2.144700000 mA/um
95	 2.0000 V	 0 V	 470.0 mV	 0 V	 21.6540 mA	 2.165400000 mA/um
96	 2.0000 V	 0 V	 475.0 mV	 0 V	 21.8670 mA	 2.186700000 mA/um
97	 2.0000 V	 0 V	 480.0 mV	 0 V	 22.0890 mA	 2.208900000 mA/um
98	 2.0000 V	 0 V	 485.0 mV	 0 V	 22.2920 mA	 2.229200000 mA/um
99	 2.0000 V	 0 V	 490.0 mV	 0 V	 22.4970 mA	 2.249700000 mA/um
100	 2.0000 V	 0 V	 495.0 mV	 0 V	 22.7100 mA	 2.271000000 mA/um
101	 2.0000 V	 0 V	 500.0 mV	 0 V	 22.9290 mA	 2.292900000 mA/um
102	 2.0000 V	 0 V	 505.0 mV	 0 V	 23.1300 mA	 2.313000000 mA/um
103	 2.0000 V	 0 V	 510.0 mV	 0 V	 23.3340 mA	 2.333400000 mA/um
104	 2.0000 V	 0 V	 515.0 mV	 0 V	 23.5550 mA	 2.355500000 mA/um
105	 2.0000 V	 0 V	 520.0 mV	 0 V	 23.7620 mA	 2.376200000 mA/um
106	 2.0000 V	 0 V	 525.0 mV	 0 V	 23.9610 mA	 2.396100000 mA/um
107	 2.0000 V	 0 V	 530.0 mV	 0 V	 24.1750 mA	 2.417500000 mA/um
108	 2.0000 V	 0 V	 535.0 mV	 0 V	 24.3830 mA	 2.438300000 mA/um
109	 2.0000 V	 0 V	 540.0 mV	 0 V	 24.5870 mA	 2.458700000 mA/um
110	 2.0000 V	 0 V	 545.0 mV	 0 V	 24.7890 mA	 2.478900000 mA/um
111	 2.0000 V	 0 V	 550.0 mV	 0 V	 25.0030 mA	 2.500300000 mA/um
112	 2.0000 V	 0 V	 555.0 mV	 0 V	 25.2130 mA	 2.521300000 mA/um
113	 2.0000 V	 0 V	 560.0 mV	 0 V	 25.4110 mA	 2.541100000 mA/um
114	 2.0000 V	 0 V	 565.0 mV	 0 V	 25.6110 mA	 2.561100000 mA/um
115	 2.0000 V	 0 V	 570.0 mV	 0 V	 25.8300 mA	 2.583000000 mA/um
116	 2.0000 V	 0 V	 575.0 mV	 0 V	 26.0310 mA	 2.603100000 mA/um
117	 2.0000 V	 0 V	 580.0 mV	 0 V	 26.2290 mA	 2.622900000 mA/um
118	 2.0000 V	 0 V	 585.0 mV	 0 V	 26.4400 mA	 2.644000000 mA/um
119	 2.0000 V	 0 V	 590.0 mV	 0 V	 26.6410 mA	 2.664100000 mA/um
120	 2.0000 V	 0 V	 595.0 mV	 0 V	 26.8400 mA	 2.684000000 mA/um
121	 2.0000 V	 0 V	 600.0 mV	 0 V	 27.0440 mA	 2.704400000 mA/um
122	 2.0000 V	 0 V	 605.0 mV	 0 V	 27.2510 mA	 2.725100000 mA/um
123	 2.0000 V	 0 V	 610.0 mV	 0 V	 27.4530 mA	 2.745300000 mA/um
124	 2.0000 V	 0 V	 615.0 mV	 0 V	 27.6510 mA	 2.765100000 mA/um
125	 2.0000 V	 0 V	 620.0 mV	 0 V	 27.8540 mA	 2.785400000 mA/um
126	 2.0000 V	 0 V	 625.0 mV	 0 V	 28.0600 mA	 2.806000000 mA/um
127	 2.0000 V	 0 V	 630.0 mV	 0 V	 28.2610 mA	 2.826100000 mA/um
128	 2.0000 V	 0 V	 635.0 mV	 0 V	 28.4560 mA	 2.845600000 mA/um
129	 2.0000 V	 0 V	 640.0 mV	 0 V	 28.6550 mA	 2.865500000 mA/um
130	 2.0000 V	 0 V	 645.0 mV	 0 V	 28.8620 mA	 2.886200000 mA/um
131	 2.0000 V	 0 V	 650.0 mV	 0 V	 29.0580 mA	 2.905800000 mA/um
132	 2.0000 V	 0 V	 655.0 mV	 0 V	 29.2560 mA	 2.925600000 mA/um
133	 2.0000 V	 0 V	 660.0 mV	 0 V	 29.4610 mA	 2.946100000 mA/um
134	 2.0000 V	 0 V	 665.0 mV	 0 V	 29.6600 mA	 2.966000000 mA/um
135	 2.0000 V	 0 V	 670.0 mV	 0 V	 29.8580 mA	 2.985800000 mA/um
136	 2.0000 V	 0 V	 675.0 mV	 0 V	 30.0510 mA	 3.005100000 mA/um
137	 2.0000 V	 0 V	 680.0 mV	 0 V	 30.2600 mA	 3.026000000 mA/um
138	 2.0000 V	 0 V	 685.0 mV	 0 V	 30.4540 mA	 3.045400000 mA/um
139	 2.0000 V	 0 V	 690.0 mV	 0 V	 30.6510 mA	 3.065100000 mA/um
140	 2.0000 V	 0 V	 695.0 mV	 0 V	 30.8490 mA	 3.084900000 mA/um
141	 2.0000 V	 0 V	 700.0 mV	 0 V	 31.0490 mA	 3.104900000 mA/um
142	 2.0000 V	 0 V	 705.0 mV	 0 V	 31.2410 mA	 3.124100000 mA/um
143	 2.0000 V	 0 V	 710.0 mV	 0 V	 31.4440 mA	 3.144400000 mA/um
144	 2.0000 V	 0 V	 715.0 mV	 0 V	 31.6440 mA	 3.164400000 mA/um
145	 2.0000 V	 0 V	 720.0 mV	 0 V	 31.8370 mA	 3.183700000 mA/um
146	 2.0000 V	 0 V	 725.0 mV	 0 V	 32.0270 mA	 3.202700000 mA/um
147	 2.0000 V	 0 V	 730.0 mV	 0 V	 32.2290 mA	 3.222900000 mA/um
148	 2.0000 V	 0 V	 735.0 mV	 0 V	 32.4280 mA	 3.242800000 mA/um
149	 2.0000 V	 0 V	 740.0 mV	 0 V	 32.6200 mA	 3.262000000 mA/um
150	 2.0000 V	 0 V	 745.0 mV	 0 V	 32.8100 mA	 3.281000000 mA/um
151	 2.0000 V	 0 V	 750.0 mV	 0 V	 33.0170 mA	 3.301700000 mA/um
152	 2.0000 V	 0 V	 755.0 mV	 0 V	 33.2130 mA	 3.321300000 mA/um
153	 2.0000 V	 0 V	 760.0 mV	 0 V	 33.3990 mA	 3.339900000 mA/um
154	 2.0000 V	 0 V	 765.0 mV	 0 V	 33.5930 mA	 3.359300000 mA/um
155	 2.0000 V	 0 V	 770.0 mV	 0 V	 33.7970 mA	 3.379700000 mA/um
156	 2.0000 V	 0 V	 775.0 mV	 0 V	 33.9890 mA	 3.398900000 mA/um
157	 2.0000 V	 0 V	 780.0 mV	 0 V	 34.1760 mA	 3.417600000 mA/um
158	 2.0000 V	 0 V	 785.0 mV	 0 V	 34.3680 mA	 3.436800000 mA/um
159	 2.0000 V	 0 V	 790.0 mV	 0 V	 34.5710 mA	 3.457100000 mA/um
160	 2.0000 V	 0 V	 795.0 mV	 0 V	 34.7630 mA	 3.476300000 mA/um
161	 2.0000 V	 0 V	 800.0 mV	 0 V	 34.9440 mA	 3.494400000 mA/um
162	 2.0000 V	 0 V	 805.0 mV	 0 V	 35.1520 mA	 3.515200000 mA/um
163	 2.0000 V	 0 V	 810.0 mV	 0 V	 35.3460 mA	 3.534600000 mA/um
164	 2.0000 V	 0 V	 815.0 mV	 0 V	 35.5320 mA	 3.553200000 mA/um
165	 2.0000 V	 0 V	 820.0 mV	 0 V	 35.7210 mA	 3.572100000 mA/um
166	 2.0000 V	 0 V	 825.0 mV	 0 V	 35.9260 mA	 3.592600000 mA/um
167	 2.0000 V	 0 V	 830.0 mV	 0 V	 36.1170 mA	 3.611700000 mA/um
168	 2.0000 V	 0 V	 835.0 mV	 0 V	 36.3010 mA	 3.630100000 mA/um
169	 2.0000 V	 0 V	 840.0 mV	 0 V	 36.4910 mA	 3.649100000 mA/um
170	 2.0000 V	 0 V	 845.0 mV	 0 V	 36.6930 mA	 3.669300000 mA/um
171	 2.0000 V	 0 V	 850.0 mV	 0 V	 36.8880 mA	 3.688800000 mA/um
172	 2.0000 V	 0 V	 855.0 mV	 0 V	 37.0680 mA	 3.706800000 mA/um
173	 2.0000 V	 0 V	 860.0 mV	 0 V	 37.2570 mA	 3.725700000 mA/um
174	 2.0000 V	 0 V	 865.0 mV	 0 V	 37.4600 mA	 3.746000000 mA/um
175	 2.0000 V	 0 V	 870.0 mV	 0 V	 37.6430 mA	 3.764300000 mA/um
176	 2.0000 V	 0 V	 875.0 mV	 0 V	 37.8320 mA	 3.783200000 mA/um
177	 2.0000 V	 0 V	 880.0 mV	 0 V	 38.0250 mA	 3.802500000 mA/um
178	 2.0000 V	 0 V	 885.0 mV	 0 V	 38.2220 mA	 3.822200000 mA/um
179	 2.0000 V	 0 V	 890.0 mV	 0 V	 38.4050 mA	 3.840500000 mA/um
180	 2.0000 V	 0 V	 895.0 mV	 0 V	 38.5930 mA	 3.859300000 mA/um
181	 2.0000 V	 0 V	 900.0 mV	 0 V	 38.7940 mA	 3.879400000 mA/um
182	 2.0000 V	 0 V	 905.0 mV	 0 V	 38.9780 mA	 3.897800000 mA/um
183	 2.0000 V	 0 V	 910.0 mV	 0 V	 39.1650 mA	 3.916500000 mA/um
184	 2.0000 V	 0 V	 915.0 mV	 0 V	 39.3540 mA	 3.935400000 mA/um
185	 2.0000 V	 0 V	 920.0 mV	 0 V	 39.5500 mA	 3.955000000 mA/um
186	 2.0000 V	 0 V	 925.0 mV	 0 V	 39.7330 mA	 3.973300000 mA/um
187	 2.0000 V	 0 V	 930.0 mV	 0 V	 39.9210 mA	 3.992100000 mA/um
188	 2.0000 V	 0 V	 935.0 mV	 0 V	 40.1080 mA	 4.010800000 mA/um
189	 2.0000 V	 0 V	 940.0 mV	 0 V	 40.3130 mA	 4.031300000 mA/um
190	 2.0000 V	 0 V	 945.0 mV	 0 V	 40.4880 mA	 4.048800000 mA/um
191	 2.0000 V	 0 V	 950.0 mV	 0 V	 40.6770 mA	 4.067700000 mA/um
192	 2.0000 V	 0 V	 955.0 mV	 0 V	 40.8660 mA	 4.086600000 mA/um
193	 2.0000 V	 0 V	 960.0 mV	 0 V	 41.0620 mA	 4.106200000 mA/um
194	 2.0000 V	 0 V	 965.0 mV	 0 V	 41.2390 mA	 4.123900000 mA/um
195	 2.0000 V	 0 V	 970.0 mV	 0 V	 41.4320 mA	 4.143200000 mA/um
196	 2.0000 V	 0 V	 975.0 mV	 0 V	 41.6170 mA	 4.161700000 mA/um
197	 2.0000 V	 0 V	 980.0 mV	 0 V	 41.8100 mA	 4.181000000 mA/um
198	 2.0000 V	 0 V	 985.0 mV	 0 V	 41.9920 mA	 4.199200000 mA/um
199	 2.0000 V	 0 V	 990.0 mV	 0 V	 42.1850 mA	 4.218500000 mA/um
200	 2.0000 V	 0 V	 995.0 mV	 0 V	 42.3670 mA	 4.236700000 mA/um
201	 2.0000 V	 0 V	 1.0000 V	 0 V	 42.5570 mA	 4.255700000 mA/um
202	 2.0000 V	 0 V	 1.0050 V	 0 V	 42.7440 mA	 4.274400000 mA/um
203	 2.0000 V	 0 V	 1.0100 V	 0 V	 42.9320 mA	 4.293200000 mA/um
204	 2.0000 V	 0 V	 1.0150 V	 0 V	 43.1240 mA	 4.312400000 mA/um
205	 2.0000 V	 0 V	 1.0200 V	 0 V	 43.3060 mA	 4.330600000 mA/um
206	 2.0000 V	 0 V	 1.0250 V	 0 V	 43.4900 mA	 4.349000000 mA/um
207	 2.0000 V	 0 V	 1.0300 V	 0 V	 43.6800 mA	 4.368000000 mA/um
208	 2.0000 V	 0 V	 1.0350 V	 0 V	 43.8690 mA	 4.386900000 mA/um
209	 2.0000 V	 0 V	 1.0400 V	 0 V	 44.0520 mA	 4.405200000 mA/um
210	 2.0000 V	 0 V	 1.0450 V	 0 V	 44.2390 mA	 4.423900000 mA/um
211	 2.0000 V	 0 V	 1.0500 V	 0 V	 44.4250 mA	 4.442500000 mA/um
212	 2.0000 V	 0 V	 1.0550 V	 0 V	 44.6090 mA	 4.460900000 mA/um
213	 2.0000 V	 0 V	 1.0600 V	 0 V	 44.7950 mA	 4.479500000 mA/um
214	 2.0000 V	 0 V	 1.0650 V	 0 V	 44.9810 mA	 4.498100000 mA/um
215	 2.0000 V	 0 V	 1.0700 V	 0 V	 45.1630 mA	 4.516300000 mA/um
216	 2.0000 V	 0 V	 1.0750 V	 0 V	 45.3530 mA	 4.535300000 mA/um
217	 2.0000 V	 0 V	 1.0800 V	 0 V	 45.5410 mA	 4.554100000 mA/um
218	 2.0000 V	 0 V	 1.0850 V	 0 V	 45.7220 mA	 4.572200000 mA/um
219	 2.0000 V	 0 V	 1.0900 V	 0 V	 45.9040 mA	 4.590400000 mA/um
220	 2.0000 V	 0 V	 1.0950 V	 0 V	 46.0900 mA	 4.609000000 mA/um
221	 2.0000 V	 0 V	 1.1000 V	 0 V	 46.2800 mA	 4.628000000 mA/um
222	 2.0000 V	 0 V	 1.1050 V	 0 V	 46.4630 mA	 4.646300000 mA/um
223	 2.0000 V	 0 V	 1.1100 V	 0 V	 46.6410 mA	 4.664100000 mA/um
224	 2.0000 V	 0 V	 1.1150 V	 0 V	 46.8330 mA	 4.683300000 mA/um
225	 2.0000 V	 0 V	 1.1200 V	 0 V	 47.0170 mA	 4.701700000 mA/um
226	 2.0000 V	 0 V	 1.1250 V	 0 V	 47.1990 mA	 4.719900000 mA/um
227	 2.0000 V	 0 V	 1.1300 V	 0 V	 47.3860 mA	 4.738600000 mA/um
228	 2.0000 V	 0 V	 1.1350 V	 0 V	 47.5700 mA	 4.757000000 mA/um
229	 2.0000 V	 0 V	 1.1400 V	 0 V	 47.7530 mA	 4.775300000 mA/um
230	 2.0000 V	 0 V	 1.1450 V	 0 V	 47.9370 mA	 4.793700000 mA/um
231	 2.0000 V	 0 V	 1.1500 V	 0 V	 48.1180 mA	 4.811800000 mA/um
232	 2.0000 V	 0 V	 1.1550 V	 0 V	 48.3080 mA	 4.830800000 mA/um
233	 2.0000 V	 0 V	 1.1600 V	 0 V	 48.4890 mA	 4.848900000 mA/um
234	 2.0000 V	 0 V	 1.1650 V	 0 V	 48.6670 mA	 4.866700000 mA/um
235	 2.0000 V	 0 V	 1.1700 V	 0 V	 48.8590 mA	 4.885900000 mA/um
236	 2.0000 V	 0 V	 1.1750 V	 0 V	 49.0410 mA	 4.904100000 mA/um
237	 2.0000 V	 0 V	 1.1800 V	 0 V	 49.2200 mA	 4.922000000 mA/um
238	 2.0000 V	 0 V	 1.1850 V	 0 V	 49.3950 mA	 4.939500000 mA/um
239	 2.0000 V	 0 V	 1.1900 V	 0 V	 49.5900 mA	 4.959000000 mA/um
240	 2.0000 V	 0 V	 1.1950 V	 0 V	 49.7710 mA	 4.977100000 mA/um
241	 2.0000 V	 0 V	 1.2000 V	 0 V	 49.9540 mA	 4.995400000 mA/um
242	 2.0000 V	 0 V	 1.2050 V	 0 V	 50.1240 mA	 5.012400000 mA/um
243	 2.0000 V	 0 V	 1.2100 V	 0 V	 50.3180 mA	 5.031800000 mA/um
244	 2.0000 V	 0 V	 1.2150 V	 0 V	 50.5020 mA	 5.050200000 mA/um
245	 2.0000 V	 0 V	 1.2200 V	 0 V	 50.6840 mA	 5.068400000 mA/um
246	 2.0000 V	 0 V	 1.2250 V	 0 V	 50.8570 mA	 5.085700000 mA/um
247	 2.0000 V	 0 V	 1.2300 V	 0 V	 51.0500 mA	 5.105000000 mA/um
248	 2.0000 V	 0 V	 1.2350 V	 0 V	 51.2320 mA	 5.123200000 mA/um
249	 2.0000 V	 0 V	 1.2400 V	 0 V	 51.4090 mA	 5.140900000 mA/um
250	 2.0000 V	 0 V	 1.2450 V	 0 V	 51.5960 mA	 5.159600000 mA/um
251	 2.0000 V	 0 V	 1.2500 V	 0 V	 51.7790 mA	 5.177900000 mA/um
252	 2.0000 V	 0 V	 1.2550 V	 0 V	 51.9610 mA	 5.196100000 mA/um
253	 2.0000 V	 0 V	 1.2600 V	 0 V	 52.1280 mA	 5.212800000 mA/um
254	 2.0000 V	 0 V	 1.2650 V	 0 V	 52.3230 mA	 5.232300000 mA/um
255	 2.0000 V	 0 V	 1.2700 V	 0 V	 52.5030 mA	 5.250300000 mA/um
256	 2.0000 V	 0 V	 1.2750 V	 0 V	 52.6810 mA	 5.268100000 mA/um
257	 2.0000 V	 0 V	 1.2800 V	 0 V	 52.8600 mA	 5.286000000 mA/um
258	 2.0000 V	 0 V	 1.2850 V	 0 V	 53.0510 mA	 5.305100000 mA/um
259	 2.0000 V	 0 V	 1.2900 V	 0 V	 53.2240 mA	 5.322400000 mA/um
260	 2.0000 V	 0 V	 1.2950 V	 0 V	 53.4050 mA	 5.340500000 mA/um
261	 2.0000 V	 0 V	 1.3000 V	 0 V	 53.5860 mA	 5.358600000 mA/um
262	 2.0000 V	 0 V	 1.3050 V	 0 V	 53.7710 mA	 5.377100000 mA/um
263	 2.0000 V	 0 V	 1.3100 V	 0 V	 53.9500 mA	 5.395000000 mA/um
264	 2.0000 V	 0 V	 1.3150 V	 0 V	 54.1300 mA	 5.413000000 mA/um
265	 2.0000 V	 0 V	 1.3200 V	 0 V	 54.3110 mA	 5.431100000 mA/um
266	 2.0000 V	 0 V	 1.3250 V	 0 V	 54.4950 mA	 5.449500000 mA/um
267	 2.0000 V	 0 V	 1.3300 V	 0 V	 54.6700 mA	 5.467000000 mA/um
268	 2.0000 V	 0 V	 1.3350 V	 0 V	 54.8480 mA	 5.484800000 mA/um
269	 2.0000 V	 0 V	 1.3400 V	 0 V	 55.0370 mA	 5.503700000 mA/um
270	 2.0000 V	 0 V	 1.3450 V	 0 V	 55.2130 mA	 5.521300000 mA/um
271	 2.0000 V	 0 V	 1.3500 V	 0 V	 55.3900 mA	 5.539000000 mA/um
272	 2.0000 V	 0 V	 1.3550 V	 0 V	 55.5690 mA	 5.556900000 mA/um
273	 2.0000 V	 0 V	 1.3600 V	 0 V	 55.7560 mA	 5.575600000 mA/um
274	 2.0000 V	 0 V	 1.3650 V	 0 V	 55.9340 mA	 5.593400000 mA/um
275	 2.0000 V	 0 V	 1.3700 V	 0 V	 56.1080 mA	 5.610800000 mA/um
276	 2.0000 V	 0 V	 1.3750 V	 0 V	 56.2910 mA	 5.629100000 mA/um
277	 2.0000 V	 0 V	 1.3800 V	 0 V	 56.4750 mA	 5.647500000 mA/um
278	 2.0000 V	 0 V	 1.3850 V	 0 V	 56.6520 mA	 5.665200000 mA/um
279	 2.0000 V	 0 V	 1.3900 V	 0 V	 56.8300 mA	 5.683000000 mA/um
280	 2.0000 V	 0 V	 1.3950 V	 0 V	 57.0040 mA	 5.700400000 mA/um
281	 2.0000 V	 0 V	 1.4000 V	 0 V	 57.1910 mA	 5.719100000 mA/um
282	 2.0000 V	 0 V	 1.4050 V	 0 V	 57.3660 mA	 5.736600000 mA/um
283	 2.0000 V	 0 V	 1.4100 V	 0 V	 57.5440 mA	 5.754400000 mA/um
284	 2.0000 V	 0 V	 1.4150 V	 0 V	 57.7210 mA	 5.772100000 mA/um
